DATE,REGION,CODE,NB_POINTS_SOUTIRAGE,ENERGIE_SOUTIREE
2022-09-11,Nouvelle Aquitaine,75,174841142,34898957458.0
2022-09-11,Occitanie,76,189895102,37956926458.0
2022-09-11,Pays de la Loire,52,109957232,21053262054.0
2022-09-11,Provence-Alpes-Côte d'Azur,93,169218072,36519808430.0
2022-09-11,Île-de-France,11,314269558,50851938718.0
2022-09-12,Auvergne-Rhône-Alpes,84,232516008,44268170411.0
2022-09-12,Bourgogne-Franche-Comté,27,82386364,15984423025.0
2022-09-12,Bretagne,53,104221322,19109182296.0
2022-09-12,Centre-Val de Loire,24,68895890,13540163451.0
2022-09-12,Grand-Est,44,145967614,28523712097.0
2022-09-12,Hauts-de-France,32,142808550,27298126712.0
2022-09-12,Normandie,28,95475728,18594104884.0
2022-09-12,Nouvelle Aquitaine,75,174869834,34886384443.0
2022-09-12,Occitanie,76,189923944,37856893696.0
2022-09-12,Pays de la Loire,52,109975816,21126066290.0
2022-09-12,Provence-Alpes-Côte d'Azur,93,169242118,36446875725.0
2022-09-12,Île-de-France,11,314320952,51850296998.0
2022-09-13,Auvergne-Rhône-Alpes,84,232522984,44750948951.0
2022-09-13,Bourgogne-Franche-Comté,27,82386046,16166544963.0
2022-09-13,Bretagne,53,104225624,19357179670.0
2022-09-13,Centre-Val de Loire,24,68894952,13658695125.0
2022-09-13,Grand-Est,44,145971174,28785961416.0
2022-09-13,Hauts-de-France,32,142811354,27670449491.0
2022-09-13,Normandie,28,95478002,18887436645.0
2022-09-13,Nouvelle Aquitaine,75,174875278,35040271910.0
2022-09-13,Occitanie,76,189928988,37957244311.0
2022-09-13,Pays de la Loire,52,109980392,21339733270.0
2022-09-13,Provence-Alpes-Côte d'Azur,93,169249798,36600911982.0
2022-09-13,Île-de-France,11,314350566,52923117813.0
2022-09-14,Auvergne-Rhône-Alpes,84,232544798,45257191506.0
2022-09-14,Bourgogne-Franche-Comté,27,82389604,16366948556.0
2022-09-14,Bretagne,53,104234846,19538746991.0
2022-09-14,Centre-Val de Loire,24,68897802,13824603713.0
2022-09-14,Grand-Est,44,145978248,29395729429.0
2022-09-14,Hauts-de-France,32,142822236,28068242931.0
2022-09-14,Normandie,28,95488162,19115262507.0
2022-09-14,Nouvelle Aquitaine,75,174885902,35370879711.0
2022-09-14,Occitanie,76,189948168,38234067873.0
2022-09-14,Pays de la Loire,52,109988580,21552899136.0
2022-09-14,Provence-Alpes-Côte d'Azur,93,169262740,36814078357.0
2022-09-14,Île-de-France,11,314394012,53739420946.0
2022-09-15,Auvergne-Rhône-Alpes,84,232569302,44495615765.0
2022-09-15,Bourgogne-Franche-Comté,27,82396562,16141259126.0
2022-09-15,Bretagne,53,104239862,19234035839.0
2022-09-15,Centre-Val de Loire,24,68899966,13626344591.0
2022-09-15,Grand-Est,44,145985790,28980967110.0
2022-09-15,Hauts-de-France,32,142830404,27621355312.0
2022-09-15,Normandie,28,95492518,18831447813.0
2022-09-15,Nouvelle Aquitaine,75,174903254,34704287551.0
2022-09-15,Occitanie,76,189960166,37379558857.0
2022-09-15,Pays de la Loire,52,109995230,21152363975.0
2022-09-15,Provence-Alpes-Côte d'Azur,93,169269714,35916073285.0
2022-09-15,Île-de-France,11,314426412,52965732149.0
2022-09-16,Auvergne-Rhône-Alpes,84,232592302,44578553618.0
2022-09-16,Bourgogne-Franche-Comté,27,82402080,16183555445.0
2022-09-16,Bretagne,53,104246192,19272742034.0
2022-09-16,Centre-Val de Loire,24,68901998,13673401014.0
2022-09-16,Grand-Est,44,145994214,29080679607.0
2022-09-16,Hauts-de-France,32,142834118,27708210767.0
2022-09-16,Normandie,28,95498480,18881977243.0
2022-09-16,Nouvelle Aquitaine,75,174914094,34785749032.0
2022-09-16,Occitanie,76,189969282,37445025022.0
2022-09-16,Pays de la Loire,52,110002166,21197508864.0
2022-09-16,Provence-Alpes-Côte d'Azur,93,169275620,35981805433.0
2022-09-16,Île-de-France,11,314454716,53016322728.0
2022-09-17,Auvergne-Rhône-Alpes,84,232593274,44766485001.0
2022-09-17,Bourgogne-Franche-Comté,27,82400912,16315145610.0
2022-09-17,Bretagne,53,104244668,19356146605.0
2022-09-17,Centre-Val de Loire,24,68899000,13845871722.0
2022-09-17,Grand-Est,44,145992452,29616789731.0
2022-09-17,Hauts-de-France,32,142832652,27995927589.0
2022-09-17,Normandie,28,95496904,19042927908.0
2022-09-17,Nouvelle Aquitaine,75,174914658,35109903998.0
2022-09-17,Occitanie,76,189964148,37720855804.0
2022-09-17,Pays de la Loire,52,110001862,21352100650.0
2022-09-17,Provence-Alpes-Côte d'Azur,93,169274878,36191361964.0
2022-09-17,Île-de-France,11,314464936,52861872593.0
2022-09-18,Auvergne-Rhône-Alpes,84,232592666,44898158753.0
2022-09-18,Bourgogne-Franche-Comté,27,82399842,16428112038.0
2022-09-18,Bretagne,53,104243968,19398900555.0
2022-09-18,Centre-Val de Loire,24,68899056,13986633070.0
2022-09-18,Grand-Est,44,145991334,29947073613.0
2022-09-18,Hauts-de-France,32,142830344,28271612278.0
2022-09-18,Normandie,28,95494916,19171286645.0
2022-09-18,Nouvelle Aquitaine,75,174912854,35382764431.0
2022-09-18,Occitanie,76,189964584,37976771019.0
2022-09-18,Pays de la Loire,52,110000694,21468915517.0
2022-09-18,Provence-Alpes-Côte d'Azur,93,169273376,36371162084.0
2022-09-18,Île-de-France,11,314475300,52806445458.0
2022-09-19,Auvergne-Rhône-Alpes,84,232624704,44947406939.0
2022-09-19,Bourgogne-Franche-Comté,27,82409250,16378622481.0
2022-09-19,Bretagne,53,104255542,19436457606.0
2022-09-19,Centre-Val de Loire,24,68904646,13896940817.0
2022-09-19,Grand-Est,44,146005858,29751289283.0
2022-09-19,Hauts-de-France,32,142847492,28073269043.0
2022-09-19,Normandie,28,95504434,19139128851.0
2022-09-19,Nouvelle Aquitaine,75,174938306,35260775700.0
2022-09-19,Occitanie,76,189989718,37872694936.0
2022-09-19,Pays de la Loire,52,110013306,21439714526.0
2022-09-19,Provence-Alpes-Côte d'Azur,93,169290824,36334696181.0
2022-09-19,Île-de-France,11,314516036,53161503572.0
2022-09-20,Auvergne-Rhône-Alpes,84,232637094,45556090843.0
2022-09-20,Bourgogne-Franche-Comté,27,82413040,16589179870.0
2022-09-20,Bretagne,53,104259556,19723172820.0
2022-09-20,Centre-Val de Loire,24,68906340,14057437323.0
2022-09-20,Grand-Est,44,146006832,30203865536.0
2022-09-20,Hauts-de-France,32,142856846,28385981926.0
2022-09-20,Normandie,28,95509804,19393093183.0
2022-09-20,Nouvelle Aquitaine,75,174945280,35671959711.0
2022-09-20,Occitanie,76,189997032,38324710535.0
2022-09-20,Pays de la Loire,52,110021158,21714606973.0
2022-09-20,Provence-Alpes-Côte d'Azur,93,169294420,36792806751.0
2022-09-20,Île-de-France,11,314546740,53966731004.0
2022-09-21,Auvergne-Rhône-Alpes,84,232643214,46144249588.0
2022-09-21,Bourgogne-Franche-Comté,27,82414580,16820820368.0
2022-09-21,Bretagne,53,104264198,19990430109.0
2022-09-21,Centre-Val de Loire,24,68908356,14262364945.0
2022-09-21,Grand-Est,44,146011416,30598213902.0
2022-09-21,Hauts-de-France,32,142858758,28801907707.0
2022-09-21,Normandie,28,95513842,19670409669.0
2022-09-21,Nouvelle Aquitaine,75,174952588,36172329875.0
2022-09-21,Occitanie,76,190010188,38853927529.0
2022-09-21,Pays de la Loire,52,110027388,22021814099.0
2022-09-21,Provence-Alpes-Côte d'Azur,93,169297056,37295448988.0
2022-09-21,Île-de-France,11,314583448,54614536116.0
2022-09-22,Auvergne-Rhône-Alpes,84,232655420,45723449850.0
2022-09-22,Bourgogne-Franche-Comté,27,82416600,16667017674.0
2022-09-22,Bretagne,53,104267670,19829569335.0
2022-09-22,Centre-Val de Loire,24,68910068,14128006860.0
2022-09-22,Grand-Est,44,146015920,30356737375.0
2022-09-22,Hauts-de-France,32,142870872,28520822878.0
2022-09-22,Normandie,28,95516318,19498621444.0
2022-09-22,Nouvelle Aquitaine,75,174960904,35818274942.0
2022-09-22,Occitanie,76,190021990,38468592565.0
2022-09-22,Pays de la Loire,52,110032760,21819846667.0
2022-09-22,Provence-Alpes-Côte d'Azur,93,169305542,36926300739.0
2022-09-22,Île-de-France,11,314615980,54112075611.0
2022-09-23,Auvergne-Rhône-Alpes,84,232691680,46255151229.0
2022-09-23,Bourgogne-Franche-Comté,27,82427006,16861025390.0
2022-09-23,Bretagne,53,104276590,20059763959.0
2022-09-23,Centre-Val de Loire,24,68919310,14287975361.0
2022-09-23,Grand-Est,44,146031456,30711516082.0
2022-09-23,Hauts-de-France,32,142892336,28867423823.0
2022-09-23,Normandie,28,95529802,19720212461.0
2022-09-23,Nouvelle Aquitaine,75,174984746,36209744192.0
2022-09-23,Occitanie,76,190049954,38895782898.0
2022-09-23,Pays de la Loire,52,110048302,22073955285.0
2022-09-23,Provence-Alpes-Côte d'Azur,93,169322832,37306485544.0
2022-09-23,Île-de-France,11,314683214,54825636558.0
2022-09-24,Auvergne-Rhône-Alpes,84,232689574,46460706665.0
2022-09-24,Bourgogne-Franche-Comté,27,82425000,16981434283.0
2022-09-24,Bretagne,53,104275306,20126132021.0
2022-09-24,Centre-Val de Loire,24,68918108,14431312678.0
2022-09-24,Grand-Est,44,146041110,31189266741.0
2022-09-24,Hauts-de-France,32,142890754,29183847912.0
2022-09-24,Normandie,28,95527710,19855348430.0
2022-09-24,Nouvelle Aquitaine,75,174978534,36481749712.0
2022-09-24,Occitanie,76,190046586,39158730304.0
2022-09-24,Pays de la Loire,52,110045962,22209141059.0
2022-09-24,Provence-Alpes-Côte d'Azur,93,169319262,37523775983.0
2022-09-24,Île-de-France,11,314691418,54932865849.0
2022-09-25,Auvergne-Rhône-Alpes,84,232684876,46739555238.0
2022-09-25,Bourgogne-Franche-Comté,27,82422738,17130944911.0
2022-09-25,Bretagne,53,104272680,20206635144.0
2022-09-25,Centre-Val de Loire,24,68917226,14598283195.0
2022-09-25,Grand-Est,44,146038492,31540531763.0
2022-09-25,Hauts-de-France,32,142889104,29509054341.0
2022-09-25,Normandie,28,95525564,20015628646.0
2022-09-25,Nouvelle Aquitaine,75,174975256,36856195328.0
2022-09-25,Occitanie,76,190045424,39530133211.0
2022-09-25,Pays de la Loire,52,110044568,22375126042.0
2022-09-25,Provence-Alpes-Côte d'Azur,93,169314120,37799414584.0
2022-09-25,Île-de-France,11,314696940,55005773944.0
2022-09-26,Auvergne-Rhône-Alpes,84,232718278,47963675803.0
2022-09-26,Bourgogne-Franche-Comté,27,82434364,17519513133.0
2022-09-26,Bretagne,53,104283380,20781048798.0
2022-09-26,Centre-Val de Loire,24,68924540,14894657693.0
2022-09-26,Grand-Est,44,146051488,31996221726.0
2022-09-26,Hauts-de-France,32,142909546,30036312483.0
2022-09-26,Normandie,28,95536692,20511188557.0
2022-09-26,Nouvelle Aquitaine,75,174998806,37699029943.0
2022-09-26,Occitanie,76,190073170,40454263759.0
2022-09-26,Pays de la Loire,52,110058296,22935116312.0
2022-09-26,Provence-Alpes-Côte d'Azur,93,169332740,38755547767.0
2022-09-26,Île-de-France,11,314743654,56708469586.0
2022-09-27,Auvergne-Rhône-Alpes,84,232736228,49098139243.0
2022-09-27,Bourgogne-Franche-Comté,27,82438562,17931338339.0
2022-09-27,Bretagne,53,104288440,21306013604.0
2022-09-27,Centre-Val de Loire,24,68926826,15235686009.0
2022-09-27,Grand-Est,44,146056478,32982803798.0
2022-09-27,Hauts-de-France,32,142914666,30673168323.0
2022-09-27,Normandie,28,95541170,21004277975.0
2022-09-27,Nouvelle Aquitaine,75,175011870,38561908812.0
2022-09-27,Occitanie,76,190085452,41386686069.0
2022-09-27,Pays de la Loire,52,110065510,23471789974.0
2022-09-27,Provence-Alpes-Côte d'Azur,93,169342384,39670147496.0
2022-09-27,Île-de-France,11,314772166,58022156086.0
2022-09-28,Auvergne-Rhône-Alpes,84,232757294,50117979554.0
2022-09-28,Bourgogne-Franche-Comté,27,82444304,18304488216.0
2022-09-28,Bretagne,53,104292844,21725609565.0
2022-09-28,Centre-Val de Loire,24,68930808,15552216103.0
2022-09-28,Grand-Est,44,146061466,33636422773.0
2022-09-28,Hauts-de-France,32,142925704,31319740819.0
2022-09-28,Normandie,28,95549130,21427543829.0
2022-09-28,Nouvelle Aquitaine,75,175021636,39350768606.0
2022-09-28,Occitanie,76,190096210,42234202550.0
2022-09-28,Pays de la Loire,52,110075052,23950653054.0
2022-09-28,Provence-Alpes-Côte d'Azur,93,169350796,40458553441.0
2022-09-28,Île-de-France,11,314807862,59224073657.0
2022-09-29,Auvergne-Rhône-Alpes,84,232775586,50642033440.0
2022-09-29,Bourgogne-Franche-Comté,27,82448944,18503822863.0
2022-09-29,Bretagne,53,104297154,22002428012.0
2022-09-29,Centre-Val de Loire,24,68932806,15736171266.0
2022-09-29,Grand-Est,44,146067876,33988830617.7
2022-09-29,Hauts-de-France,32,142929446,31631754054.0
2022-09-29,Normandie,28,95553842,21681854848.0
2022-09-29,Nouvelle Aquitaine,75,175028100,39792879371.0
2022-09-29,Occitanie,76,190101274,42694620876.0
2022-09-29,Pays de la Loire,52,110080330,24236674192.0
2022-09-29,Provence-Alpes-Côte d'Azur,93,169358650,40911585242.0
2022-09-29,Île-de-France,11,314831946,59724488842.0
2022-09-30,Auvergne-Rhône-Alpes,84,232803864,51832969856.0
2022-09-30,Bourgogne-Franche-Comté,27,82461714,18963644343.0
2022-09-30,Bretagne,53,104304236,22557311931.0
2022-09-30,Centre-Val de Loire,24,68940072,16143493899.0
2022-09-30,Grand-Est,44,145728428,34348668929.3
2022-09-30,Hauts-de-France,32,142942136,32397307413.0
2022-09-30,Normandie,28,95562758,22260614513.0
2022-09-30,Nouvelle Aquitaine,75,175045734,40720366912.0
2022-09-30,Occitanie,76,190121070,43627937273.0
2022-09-30,Pays de la Loire,52,110092450,24829650016.0
2022-09-30,Provence-Alpes-Côte d'Azur,93,169369824,41770657956.0
2022-09-30,Île-de-France,11,314869320,61014772913.0
2022-10-01,Auvergne-Rhône-Alpes,84,232732399,50889064459.0
2022-10-01,Bourgogne-Franche-Comté,27,82441704,19055454719.0
2022-10-01,Bretagne,53,104279324,22330807109.0
2022-10-01,Centre-Val de Loire,24,68925834,16220792966.0
2022-10-01,Grand-Est,44,146182634,35484190287.6
2022-10-01,Hauts-de-France,32,142908392,33321860949.0
2022-10-01,Normandie,28,95537708,22791664173.0
2022-10-01,Nouvelle Aquitaine,75,174999602,38568916510.0
2022-10-01,Occitanie,76,190061904,40205136418.0
2022-10-01,Pays de la Loire,52,110060676,24245825256.0
2022-10-01,Provence-Alpes-Côte d'Azur,93,169315666,38038112204.0
2022-10-01,Île-de-France,11,314739774,63227215639.0
2022-10-02,Auvergne-Rhône-Alpes,84,232702985,48615702835.0
2022-10-02,Bourgogne-Franche-Comté,27,82429566,18266153436.0
2022-10-02,Bretagne,53,104268249,21376781755.0
2022-10-02,Centre-Val de Loire,24,68916221,15579325095.0
2022-10-02,Grand-Est,44,146166180,34042137301.55
2022-10-02,Hauts-de-France,32,142890512,32184180295.0
2022-10-02,Normandie,28,95526152,21872873082.0
2022-10-02,Nouvelle Aquitaine,75,174977502,36917075931.0
2022-10-02,Occitanie,76,190032250,38450644153.0
2022-10-02,Pays de la Loire,52,110048922,23243416469.0
2022-10-02,Provence-Alpes-Côte d'Azur,93,169289850,36324490052.0
2022-10-02,Île-de-France,11,314695150,60795553398.0
2022-10-03,Auvergne-Rhône-Alpes,84,232742633,48344212047.0
2022-10-03,Bourgogne-Franche-Comté,27,82441340,18096657812.0
2022-10-03,Bretagne,53,104283339,21360694006.0
2022-10-03,Centre-Val de Loire,24,68924717,15408352948.0
2022-10-03,Grand-Est,44,146180258,33594217868.0
2022-10-03,Hauts-de-France,32,142907826,31809762872.0
2022-10-03,Normandie,28,95540818,21750618359.0
2022-10-03,Nouvelle Aquitaine,75,175001134,36557747121.0
2022-10-03,Occitanie,76,190059830,38064500853.0
2022-10-03,Pays de la Loire,52,110063064,23089649974.0
2022-10-03,Provence-Alpes-Côte d'Azur,93,169309466,36013072089.0
2022-10-03,Île-de-France,11,314737594,60898375435.0
2022-10-04,Auvergne-Rhône-Alpes,84,232745725,48417942884.0
2022-10-04,Bourgogne-Franche-Comté,27,82441688,18140276787.0
2022-10-04,Bretagne,53,104283611,21510665118.0
2022-10-04,Centre-Val de Loire,24,68925625,15455626498.0
2022-10-04,Grand-Est,44,146179566,33687931401.7
2022-10-04,Hauts-de-France,32,142908754,31920974381.0
2022-10-04,Normandie,28,95542860,21907798225.0
2022-10-04,Nouvelle Aquitaine,75,174996068,36538306150.0
2022-10-04,Occitanie,76,190054552,38046006119.0
2022-10-04,Pays de la Loire,52,110060682,23177368482.0
2022-10-04,Provence-Alpes-Côte d'Azur,93,169304124,36050331883.0
2022-10-04,Île-de-France,11,314744906,61130039185.0
2022-10-05,Auvergne-Rhône-Alpes,84,232768453,47554428319.0
2022-10-05,Bourgogne-Franche-Comté,27,82450700,17806548422.0
2022-10-05,Bretagne,53,104288673,21152430899.0
2022-10-05,Centre-Val de Loire,24,68929537,15157515844.0
2022-10-05,Grand-Est,44,146188926,32821199049.07
2022-10-05,Hauts-de-France,32,142920546,31406844550.0
2022-10-05,Normandie,28,95545312,21499355461.0
2022-10-05,Nouvelle Aquitaine,75,175007684,35806004887.0
2022-10-05,Occitanie,76,190066434,37282937356.0
2022-10-05,Pays de la Loire,52,110068330,22764135328.0
2022-10-05,Provence-Alpes-Côte d'Azur,93,169316516,35274008383.0
2022-10-05,Île-de-France,11,314797844,60291227694.0
2022-10-06,Auvergne-Rhône-Alpes,84,232775947,46748343327.0
2022-10-06,Bourgogne-Franche-Comté,27,82449826,17497452360.0
2022-10-06,Bretagne,53,104288163,20905070977.0
2022-10-06,Centre-Val de Loire,24,68928769,14911200240.0
2022-10-06,Grand-Est,44,146185598,32061340895.14
2022-10-06,Hauts-de-France,32,142920274,30885247046.0
2022-10-06,Normandie,28,95543912,21187553853.0
2022-10-06,Nouvelle Aquitaine,75,175010806,35178231093.0
2022-10-06,Occitanie,76,190065340,36597342998.0
2022-10-06,Pays de la Loire,52,110069146,22425816653.0
2022-10-06,Provence-Alpes-Côte d'Azur,93,169313182,34598933255.0
2022-10-06,Île-de-France,11,314803232,59327528811.0
2022-10-07,Auvergne-Rhône-Alpes,84,232800101,47734694984.0
2022-10-07,Bourgogne-Franche-Comté,27,82456112,17893392318.0
2022-10-07,Bretagne,53,104297635,21427961257.0
2022-10-07,Centre-Val de Loire,24,68934331,15289001322.0
2022-10-07,Grand-Est,44,146194720,32670244744.38
2022-10-07,Hauts-de-France,32,142929934,31650819530.0
2022-10-07,Normandie,28,95552868,21759491853.0
2022-10-07,Nouvelle Aquitaine,75,175020948,35912895828.0
2022-10-07,Occitanie,76,190081232,37316632644.0
2022-10-07,Pays de la Loire,52,110081674,22951351058.0
2022-10-07,Provence-Alpes-Côte d'Azur,93,169324246,35295251049.0
2022-10-07,Île-de-France,11,314833400,60652125253.0
2022-10-08,Auvergne-Rhône-Alpes,84,232797911,47978595682.0
2022-10-08,Bourgogne-Franche-Comté,27,82454672,18031145631.0
2022-10-08,Bretagne,53,104298507,21560269882.0
2022-10-08,Centre-Val de Loire,24,68933140,15468126423.0
2022-10-08,Grand-Est,44,146193830,33023315820.05
2022-10-08,Hauts-de-France,32,142930764,32018974907.0
2022-10-08,Normandie,28,95550266,21937125533.0
2022-10-08,Nouvelle Aquitaine,75,175014016,36190955774.0
2022-10-08,Occitanie,76,190076212,37556379853.0
2022-10-08,Pays de la Loire,52,110083962,23116146133.0
2022-10-08,Provence-Alpes-Côte d'Azur,93,169321462,35479481520.0
2022-10-08,Île-de-France,11,314842856,60838605785.0
2022-10-09,Auvergne-Rhône-Alpes,84,232795375,48844041777.0
2022-10-09,Bourgogne-Franche-Comté,27,82454738,18424361164.0
2022-10-09,Bretagne,53,104296881,22022822633.0
2022-10-09,Centre-Val de Loire,24,68932551,15885419600.0
2022-10-09,Grand-Est,44,146191026,33894358969.68
2022-10-09,Hauts-de-France,32,142926286,32859913854.0
2022-10-09,Normandie,28,95546912,22455547383.0
2022-10-09,Nouvelle Aquitaine,75,175014286,36994753263.0
2022-10-09,Occitanie,76,190071774,38317694412.0
2022-10-09,Pays de la Loire,52,110080226,23621324340.0
2022-10-09,Provence-Alpes-Côte d'Azur,93,169319560,36140401461.0
2022-10-09,Île-de-France,11,314847464,61864747630.0
2022-10-10,Auvergne-Rhône-Alpes,84,232825130,47780063747.0
2022-10-10,Bourgogne-Franche-Comté,27,82463534,17926072611.0
2022-10-10,Bretagne,53,104309323,21571143100.0
2022-10-10,Centre-Val de Loire,24,68940104,15390873829.0
2022-10-10,Grand-Est,44,146206806,32729883375.59
2022-10-10,Hauts-de-France,32,142944050,31917157060.0
2022-10-10,Normandie,28,95556506,21916555972.0
2022-10-10,Nouvelle Aquitaine,75,175037496,35943946120.0
2022-10-10,Occitanie,76,190094676,37265865268.0
2022-10-10,Pays de la Loire,52,110098240,23033210575.0
2022-10-10,Provence-Alpes-Côte d'Azur,93,169337290,35213264476.0
2022-10-10,Île-de-France,11,314890702,60901622352.0
2022-10-11,Auvergne-Rhône-Alpes,84,232832164,47738401907.0
2022-10-11,Bourgogne-Franche-Comté,27,82460830,17884607938.0
2022-10-11,Bretagne,53,104312094,21618014425.0
2022-10-11,Centre-Val de Loire,24,68939312,15350177015.0
2022-10-11,Grand-Est,44,146205068,32591402262.23
2022-10-11,Hauts-de-France,32,142947899,31864671703.0
2022-10-11,Normandie,28,95556192,21912541048.0
2022-10-11,Nouvelle Aquitaine,75,175038554,35844011858.0
2022-10-11,Occitanie,76,190098384,37161867510.0
2022-10-11,Pays de la Loire,52,110104436,23012455802.0
2022-10-11,Provence-Alpes-Côte d'Azur,93,169340378,35143933056.0
2022-10-11,Île-de-France,11,314908428,60935822076.0
2022-10-12,Auvergne-Rhône-Alpes,84,232853686,48975306504.0
2022-10-12,Bourgogne-Franche-Comté,27,82467482,18358825714.0
2022-10-12,Bretagne,53,104316746,22247023003.0
2022-10-12,Centre-Val de Loire,24,68942192,15806758847.0
2022-10-12,Grand-Est,44,146212838,33594925247.88
2022-10-12,Hauts-de-France,32,142960138,32779201293.0
2022-10-12,Normandie,28,95560596,22535459517.0
2022-10-12,Nouvelle Aquitaine,75,175050516,36813254683.0
2022-10-12,Occitanie,76,190114006,38114998481.0
2022-10-12,Pays de la Loire,52,110111700,23666926411.0
2022-10-12,Provence-Alpes-Côte d'Azur,93,169353258,36018198208.0
2022-10-12,Île-de-France,11,314935658,62593838231.0
2022-10-13,Auvergne-Rhône-Alpes,84,232865290,48948439791.0
2022-10-13,Bourgogne-Franche-Comté,27,82469498,18330204615.0
2022-10-13,Bretagne,53,104321526,22281494061.0
2022-10-13,Centre-Val de Loire,24,68940918,15788230630.0
2022-10-13,Grand-Est,44,146216376,33711930409.64
2022-10-13,Hauts-de-France,32,142967492,32702456100.0
2022-10-13,Normandie,28,95560768,22539493802.0
2022-10-13,Nouvelle Aquitaine,75,175058776,36736798866.0
2022-10-13,Occitanie,76,190118768,38009249209.0
2022-10-13,Pays de la Loire,52,110116390,23658978011.0
2022-10-13,Provence-Alpes-Côte d'Azur,93,169355922,35938714144.0
2022-10-13,Île-de-France,11,314948522,62563208834.0
2022-10-14,Auvergne-Rhône-Alpes,84,232890730,48834135455.0
2022-10-14,Bourgogne-Franche-Comté,27,82476824,18265940860.0
2022-10-14,Bretagne,53,104330936,22253823584.0
2022-10-14,Centre-Val de Loire,24,68945470,15727076170.0
2022-10-14,Grand-Est,44,146227126,33677828223.18
2022-10-14,Hauts-de-France,32,142979009,32588807982.0
2022-10-14,Normandie,28,95571018,22464274482.0
2022-10-14,Nouvelle Aquitaine,75,175077258,36593625592.0
2022-10-14,Occitanie,76,190140398,37851980132.0
2022-10-14,Pays de la Loire,52,110129016,23595371956.0
2022-10-14,Provence-Alpes-Côte d'Azur,93,169366130,35760568824.0
2022-10-14,Île-de-France,11,315001036,62507166945.0
2022-10-15,Auvergne-Rhône-Alpes,84,232887170,47839539800.0
2022-10-15,Bourgogne-Franche-Comté,27,82478994,17922169540.0
2022-10-15,Bretagne,53,104331470,21850320886.0
2022-10-15,Centre-Val de Loire,24,68945274,15508240667.0
2022-10-15,Grand-Est,44,146232844,33238278760.5
2022-10-15,Hauts-de-France,32,142978416,32127938366.0
2022-10-15,Normandie,28,95569540,22055572189.0
2022-10-15,Nouvelle Aquitaine,75,175074636,35939731116.0
2022-10-15,Occitanie,76,190138148,37122995967.0
2022-10-15,Pays de la Loire,52,110128284,23187918937.0
2022-10-15,Provence-Alpes-Côte d'Azur,93,169363638,34999888406.0
2022-10-15,Île-de-France,11,315026650,61163613001.0
2022-10-16,Auvergne-Rhône-Alpes,84,232876332,46952233380.0
2022-10-16,Bourgogne-Franche-Comté,27,82474298,17618548368.0
2022-10-16,Bretagne,53,104327890,21481783940.0
2022-10-16,Centre-Val de Loire,24,68942124,15304635239.0
2022-10-16,Grand-Est,44,146226356,32505759534.89
2022-10-16,Hauts-de-France,32,142966962,31747744249.0
2022-10-16,Normandie,28,95564536,21732325482.0
2022-10-16,Nouvelle Aquitaine,75,175069314,35369032994.0
2022-10-16,Occitanie,76,190128568,36522221431.0
2022-10-16,Pays de la Loire,52,110124742,22821299052.0
2022-10-16,Provence-Alpes-Côte d'Azur,93,169355736,34387411260.0
2022-10-16,Île-de-France,11,315017754,59996750111.0
2022-10-17,Auvergne-Rhône-Alpes,84,232905266,46092742556.0
2022-10-17,Bourgogne-Franche-Comté,27,82483710,17191567120.0
2022-10-17,Bretagne,53,104339886,21078646145.0
2022-10-17,Centre-Val de Loire,24,68949086,14862722468.0
2022-10-17,Grand-Est,44,146240052,31458516969.06
2022-10-17,Hauts-de-France,32,142982842,30861943740.0
2022-10-17,Normandie,28,95574396,21205800904.0
2022-10-17,Nouvelle Aquitaine,75,175092992,34490219092.0
2022-10-17,Occitanie,76,190151842,35652996679.0
2022-10-17,Pays de la Loire,52,110138544,22312515112.0
2022-10-17,Provence-Alpes-Côte d'Azur,93,169373238,33635134285.0
2022-10-17,Île-de-France,11,315062522,59242841990.0
2022-10-18,Auvergne-Rhône-Alpes,84,232905286,45697556244.0
2022-10-18,Bourgogne-Franche-Comté,27,82483428,16999522334.0
2022-10-18,Bretagne,53,104344256,20949256273.0
2022-10-18,Centre-Val de Loire,24,68950728,14705746967.0
2022-10-18,Grand-Est,44,146240006,31000026912.47
2022-10-18,Hauts-de-France,32,142983616,30512549142.0
2022-10-18,Normandie,28,95577022,20988993888.0
2022-10-18,Nouvelle Aquitaine,75,175095258,34113114234.0
2022-10-18,Occitanie,76,190158674,35253490830.0
2022-10-18,Pays de la Loire,52,110139802,22121634868.0
2022-10-18,Provence-Alpes-Côte d'Azur,93,169380694,33279520868.0
2022-10-18,Île-de-France,11,315080680,58795826545.0
2022-10-19,Auvergne-Rhône-Alpes,84,232930658,45837531210.0
2022-10-19,Bourgogne-Franche-Comté,27,82486674,17048366649.0
2022-10-19,Bretagne,53,104353094,21019304678.0
2022-10-19,Centre-Val de Loire,24,68955742,14771666477.0
2022-10-19,Grand-Est,44,146245696,31317109943.45
2022-10-19,Hauts-de-France,32,142995328,30651814236.0
2022-10-19,Normandie,28,95580508,21078821772.0
2022-10-19,Nouvelle Aquitaine,75,175105636,34220307707.0
2022-10-19,Occitanie,76,190171262,35343489110.0
2022-10-19,Pays de la Loire,52,110143644,22198296269.0
2022-10-19,Provence-Alpes-Côte d'Azur,93,169395960,33354909646.0
2022-10-19,Île-de-France,11,315105064,58931807752.0
2022-10-20,Auvergne-Rhône-Alpes,84,232944834,45497494981.0
