Jour,Mois,REGION_Centre-Val de Loire,REGION_Hauts-de-France,Vacances,MIN_TEMPERATURE_C,PRECIP_TOTAL_DAY_MM,Day Length,ENERGIE_SOUTIREE
29,10,False,True,1,15.2,0.0,9.916666666666666,31566547924.0
30,10,False,True,1,14.0,0.0,9.85,30227595951.0
31,10,False,True,1,12.4,2.5,9.783333333333333,31313813979.0
1,11,False,True,1,13.2,3.3,9.733333333333333,32019671872.0
2,11,False,True,1,8.8,2.2,9.683333333333334,33294430145.0
3,11,False,True,1,9.2,6.5,9.616666666666667,35427736856.0
4,11,False,True,1,7.6,4.7,9.566666666666666,38258130606.0
5,11,False,True,1,6.4,0.0,9.516666666666667,40790403417.0
6,11,False,True,1,8.2,3.6,9.45,41286109283.0
7,11,False,True,1,9.4,0.5,9.4,38696697338.0
8,11,False,True,0,11.2,0.0,9.35,37956176485.0
9,11,False,True,0,9.6,0.0,9.283333333333333,38042123814.0
10,11,False,True,0,7.8,0.0,9.25,39565441100.0
11,11,False,True,0,7.2,0.0,9.183333333333334,40083649118.0
12,11,False,True,0,8.0,0.0,9.133333333333333,39919184954.0
13,11,False,True,0,8.6,0.0,9.083333333333334,40549955765.0
14,11,False,True,0,6.8,0.0,9.033333333333333,41339739176.0
15,11,False,True,0,7.0,8.200000000000001,9.0,40997679533.0
16,11,False,True,0,8.4,11.4,8.933333333333334,41424566332.0
17,11,False,True,0,9.6,9.4,8.916666666666666,40618593858.0
18,11,False,True,0,6.4,5.7,8.85,43113199105.0
19,11,False,True,0,4.8,0.1,8.8,46639142672.0
20,11,False,True,0,4.2,2.7,8.766666666666667,48097668070.0
21,11,False,True,0,5.4,8.5,8.7,49343022751.0
22,11,False,True,0,5.2,2.0,8.666666666666666,49751268420.0
23,11,False,True,0,5.0,6.9,8.616666666666667,48909372892.0
24,11,False,True,0,6.2,1.0,8.566666666666666,47403970208.0
25,11,False,True,0,6.2,4.9,8.583333333333334,47130691819.0
26,11,False,True,0,6.4,0.0,8.55,50256032932.0
27,11,False,True,0,7.8,5.3,8.5,50438291556.0
28,11,False,True,0,7.0,13.6,8.433333333333334,48992952098.0
29,11,False,True,0,4.4,0.0,8.433333333333334,51115158795.0
30,11,False,True,0,3.4,0.0,8.4,53411386309.0
1,12,False,True,0,3.4,0.0,8.333333333333334,55509844919.0
2,12,False,True,0,1.0,0.0,8.333333333333334,58033729112.0
3,12,False,True,0,-1.2,0.0,8.266666666666667,60324747981.0
4,12,False,True,0,-1.6,0.0,8.266666666666667,60457248666.0
5,12,False,True,0,0.2,0.0,8.25,60438615972.0
6,12,False,True,0,1.6,0.0,8.216666666666667,60870148384.0
7,12,False,True,0,2.0,1.5,8.2,61514837713.0
8,12,False,True,0,0.0,0.1,8.183333333333334,62953307869.0
9,12,False,True,0,-1.8,0.0,8.166666666666666,64031085799.0
10,12,False,True,0,-2.4,0.0,8.1,66899086014.0
11,12,False,True,0,-1.8,0.3,8.116666666666667,70838286994.0
12,12,False,True,0,-2.8,1.5,8.1,72607245635.0
13,12,False,True,0,-3.8,0.0,8.083333333333334,71851842040.0
14,12,False,True,0,-1.6,9.9,8.083333333333334,66777062062.0
15,12,False,True,0,-2.0,0.0,8.066666666666666,66766604079.0
16,12,False,True,0,-4.0,0.0,8.05,68283601619.0
17,12,False,True,1,-3.4,0.0,8.033333333333333,73765322024.0
18,12,False,True,1,-3.8,0.0,8.033333333333333,72229880486.0
19,12,False,True,1,3.6,6.4,8.033333333333333,59207354957.0
20,12,False,True,1,9.6,5.7,8.016666666666667,52421932710.0
21,12,False,True,1,5.8,5.0,8.033333333333333,50107398863.0
22,12,False,True,1,6.0,1.9,8.016666666666667,48488166709.0
23,12,False,True,1,10.8,22.2,8.033333333333333,46168235642.0
24,12,False,True,1,8.0,0.0,8.033333333333333,47242196301.0
25,12,False,True,1,8.2,3.5,8.033333333333333,45419794265.0
26,12,False,True,1,3.6,1.9,8.05,47268374186.0
27,12,False,True,1,2.2,0.0,8.066666666666666,51858559775.0
28,12,False,True,1,5.0,1.2,8.05,51584190638.0
29,12,False,True,1,7.4,2.7,8.066666666666666,49875485847.0
30,12,False,True,1,4.4,7.1,8.083333333333334,50335740135.0
31,12,False,True,1,13.0,2.6,8.1,46070110996.0
1,1,False,True,1,11.2,5.0,8.116666666666667,43242972366.0
2,1,False,True,1,7.2,28.0,8.133333333333333,45284571129.0
3,1,False,True,1,4.2,0.0,8.15,48755523420.0
4,1,False,True,0,9.2,6.0,8.183333333333334,48376359155.0
5,1,False,True,0,10.4,5.0,8.166666666666666,45530354140.0
6,1,False,True,0,9.8,5.0,8.233333333333333,46087824295.0
7,1,False,True,0,7.6,5.0,8.25,47701726914.0
8,1,False,True,0,6.4,5.0,8.283333333333333,48385214082.0
9,1,False,True,0,5.4,8.0,8.266666666666667,51325488804.0
10,1,False,True,0,4.4,10.0,8.35,51859851915.0
11,1,False,True,0,8.2,8.0,8.383333333333333,49316691547.0
12,1,False,True,0,7.4,26.0,8.366666666666667,49237474016.0
13,1,False,True,0,7.2,5.0,8.433333333333334,48739256960.0
14,1,False,True,0,6.4,22.0,8.433333333333334,49662522941.0
15,1,False,True,0,5.4,10.0,8.516666666666667,51700632351.0
16,1,False,True,0,3.8,11.0,8.516666666666667,55430014895.0
17,1,False,True,0,-0.2,4.0,8.6,58388103183.0
18,1,False,True,0,-1.8,4.0,8.6,61921710310.0
19,1,False,True,0,-0.8,1.0,8.683333333333334,63793652257.0
20,1,False,True,0,-1.2,5.0,8.683333333333334,64089071005.0
21,1,False,True,0,-0.8,1.0,8.766666666666667,65960373820.0
22,1,False,True,0,-2.0,0.0,8.783333333333333,69461787740.0
23,1,False,True,0,0.2,0.0,8.816666666666666,68031442901.0
24,1,False,True,0,-1.6,0.0,8.9,65665666071.0
25,1,False,True,0,-1.4,0.0,8.916666666666666,65849105459.0
26,1,False,True,0,4.0,13.0,8.95,64774797431.0
27,1,False,True,0,1.0,0.0,9.016666666666667,63617220533.0
28,1,False,True,0,-1.25,0.0,9.066666666666666,64397136458.0
29,1,False,True,0,1.4,0.0,9.116666666666667,64097335791.0
30,1,False,True,0,5.6,4.0,9.166666666666666,61148542371.0
31,1,False,True,0,1.2,4.0,9.216666666666667,57835470487.0
1,2,False,True,0,5.0,14.0,9.266666666666667,54764133856.0
2,2,False,True,0,5.8,0.0,9.333333333333334,53254608393.0
3,2,False,True,0,6.2,0.0,9.366666666666667,52397725882.0
4,2,False,True,0,6.2,0.0,9.433333333333334,51449867648.0
5,2,False,True,0,5.6,2.0,9.483333333333333,51048849063.0
6,2,False,True,0,1.2,0.0,9.55,53976851399.0
7,2,False,True,0,-1.0,0.0,9.6,57345116675.0
8,2,False,True,0,-0.8,0.0,9.65,59933526717.0
9,2,False,True,0,-1.6,0.0,9.716666666666667,60517233530.0
10,2,False,True,0,1.6,0.0,9.783333333333333,58332289037.0
11,2,False,True,1,4.0,0.0,9.816666666666666,57484729404.0
12,2,False,True,1,3.8,0.0,9.883333333333333,54936818089.0
13,2,False,True,1,3.4,0.0,9.95,54212473078.0
14,2,False,True,1,3.4,0.0,10.0,52508389996.0
15,2,False,True,1,4.2,0.0,10.033333333333333,51132828906.0
16,2,False,True,1,5.8,4.0,10.1,49437142230.0
17,2,False,True,1,9.8,1.0,10.183333333333334,46086754491.0
18,2,False,True,1,9.6,0.0,10.233333333333333,44740078957.0
19,2,False,True,1,9.0,0.0,10.3,44394480847.0
20,2,False,True,1,4.6,0.0,10.366666666666667,46137845656.0
21,2,False,True,1,5.4,0.0,10.383333333333333,46354940879.0
22,2,False,True,1,7.2,8.0,10.45,46497361608.0
23,2,False,True,1,6.6,6.0,10.5,48052300555.0
24,2,False,True,1,1.4,0.0,10.566666666666666,48193234425.0
25,2,False,True,1,2.8,1.0,10.633333333333333,51486575570.0
26,2,False,True,1,-0.6,0.0,10.683333333333334,56605965949.0
27,2,False,True,1,-1.4,0.0,10.75,60490034014.0
28,2,False,True,0,-1.6,0.0,10.816666666666666,61154838664.0
1,3,False,True,0,-1.6,0.0,10.883333333333333,61954484978.0
2,3,False,True,0,-1.6,0.0,11.033333333333333,59628668125.0
3,3,False,True,0,-0.4,0.0,11.1,57626627669.0
4,3,False,True,0,0.8,0.0,11.166666666666666,58087023868.0
5,3,False,True,0,4.2,0.0,11.216666666666667,56828962143.0
6,3,False,True,0,1.6,2.0,11.283333333333333,56511976318.0
7,3,False,True,0,3.2,12.0,11.3,56703942356.0
8,3,False,True,0,3.6,29.0,11.316666666666666,51931393343.0
9,3,False,True,0,9.0,13.0,11.383333333333333,46228563942.0
10,3,False,True,0,4.8,12.0,11.433333333333334,48958984394.0
11,3,False,True,0,-0.2,2.0,11.5,49412130607.0
12,3,False,True,0,7.0,3.0,11.566666666666666,44525607980.0
13,3,False,True,0,13.0,6.0,11.716666666666667,40514897513.0
14,3,False,True,0,4.6,5.0,11.783333333333333,43705239072.0
15,3,False,True,0,0.8,4.0,11.833333333333334,46170221710.0
16,3,False,True,0,5.0,0.0,11.9,43471124149.0
17,3,False,True,0,7.6,0.0,12.05,41353299452.0
18,3,False,True,0,8.8,7.0,12.016666666666667,41496516497.0
19,3,False,True,0,8.8,4.0,12.166666666666666,42119943780.0
20,3,False,True,0,5.6,0.0,12.05,42522046259.0
21,3,False,True,0,8.2,4.0,12.2,40898469389.0
22,3,False,True,0,8.8,7.0,12.266666666666667,40942829731.0
23,3,False,True,0,9.8,6.0,12.333333333333334,39101793345.0
24,3,False,True,0,9.6,13.0,12.383333333333333,39202976993.0
25,3,False,True,0,8.0,5.0,12.45,41147044963.0
26,3,False,True,0,5.8,26.0,12.6,40802016928.0
27,3,False,True,0,2.0,2.0,12.583333333333334,43953311356.0
28,3,False,True,0,0.0,0.0,12.733333333333333,45595622824.0
29,3,False,True,0,7.8,2.0,12.7,39882320409.0
30,3,False,True,0,11.2,5.0,12.85,36516853735.0
31,3,False,True,0,9.6,18.0,12.816666666666666,38577439808.0
1,4,False,True,0,8.8,17.0,12.933333333333334,42420701156.0
2,4,False,True,0,5.6,1.0,12.933333333333334,45380942902.0
3,4,False,True,0,1.2,0.0,13.066666666666666,45750582594.0
4,4,False,True,0,0.0,0.0,13.166666666666666,46478310951.0
5,4,False,True,0,0.4,0.0,13.216666666666667,46344014818.0
6,4,False,True,0,4.6,7.0,13.25,43902323892.0
7,4,False,True,0,3.6,5.0,13.25,42748482988.0
8,4,False,True,0,3.2,0.0,13.366666666666667,42423617375.0
9,4,False,True,0,4.2,0.0,13.366666666666667,39299316336.0
10,4,False,True,0,7.6,5.0,13.516666666666667,38682504671.0
11,4,False,True,0,7.0,5.0,13.566666666666666,39227974281.0
12,4,False,True,0,7.8,16.0,13.65,40781269416.0
13,4,False,True,0,6.2,5.0,13.683333333333334,43042477533.0
14,4,False,True,0,3.8,5.0,13.75,44769062386.0
15,4,False,True,1,6.4,4.0,13.833333333333334,43748997317.0
16,4,False,True,1,3.8,1.0,13.866666666666667,42194534907.0
17,4,False,True,1,5.6,3.0,13.95,40966232707.0
18,4,False,True,1,4.4,0.0,13.983333333333333,39229740534.0
19,4,False,True,1,7.4,1.0,14.05,36947213223.0
20,4,False,True,1,2.4,3.0,14.133333333333333,37228467416.0
21,4,False,True,1,4.2,13.0,14.166666666666666,38540999105.0
22,4,False,True,1,6.0,14.0,14.233333333333333,38004142777.0
23,4,False,True,1,9.2,10.0,14.283333333333333,38110451773.0
24,4,False,True,1,7.6,10.0,14.35,38218784125.0
25,4,False,True,1,4.8,4.0,14.416666666666666,38504099556.0
26,4,False,True,1,2.6,0.0,14.466666666666667,38197042990.0
27,4,False,True,1,7.6,5.0,14.533333333333333,35168491041.0
28,4,False,True,1,13.4,7.0,14.583333333333334,32670076755.0
29,4,False,True,1,9.0,0.0,14.65,32668883300.0
30,4,False,True,1,7.6,0.0,14.7,32368182676.0
1,5,False,True,1,10.4,4.0,14.75,32792469543.0
2,5,False,True,1,7.8,0.0,14.816666666666666,32342471617.0
3,5,False,True,0,2.6,0.0,14.866666666666667,31348846285.0
4,5,False,True,0,6.6,2.0,14.933333333333334,29883279074.0
5,5,False,True,0,10.2,6.0,14.966666666666667,29680264756.0
6,5,False,True,0,9.4,4.0,15.033333333333333,29821800530.0
7,5,False,True,0,12.6,6.0,15.083333333333334,29484498579.0
8,5,False,True,0,10.2,2.0,15.133333333333333,30050095110.0
9,5,False,True,0,11.6,17.0,15.183333333333334,30357276520.0
10,5,False,True,0,9.8,10.0,15.25,31211460127.0
11,5,False,True,0,7.2,3.0,15.283333333333333,31263335922.0
12,5,False,True,0,8.4,8.0,15.35,32211929455.0
13,5,False,True,0,9.4,7.0,15.383333333333333,32180569827.0
14,5,False,True,0,8.6,3.0,15.45,31737856971.0
15,5,False,True,0,9.8,6.0,15.45,31390825622.0
16,5,False,True,0,4.6,0.0,15.533333333333333,31993731555.0
17,5,False,True,0,5.4,2.0,15.583333333333334,32033284750.0
18,5,False,True,1,6.4,0.0,15.6,31336463712.0
19,5,False,True,1,6.4,1.0,15.633333333333333,30652619877.0
20,5,False,True,1,8.6,4.0,15.716666666666667,29863744652.0
21,5,False,True,1,11.2,0.0,15.766666666666667,29427915218.0
22,5,False,True,1,11.6,0.0,15.766666666666667,28450198247.0
23,5,False,True,0,10.6,0.0,15.8,28130407423.0
24,5,False,True,0,6.4,1.0,15.833333333333334,28513492473.0
25,5,False,True,0,8.0,0.0,15.883333333333333,28083297666.0
26,5,False,True,0,7.8,0.0,15.916666666666666,27871526930.0
27,5,False,True,0,7.6,0.0,15.95,27637100761.0
28,5,False,True,0,10.0,0.0,15.983333333333333,26842239815.0
29,5,False,True,0,10.0,0.0,16.016666666666666,27389794975.0
30,5,False,True,0,8.0,0.0,16.066666666666666,27226817544.0
31,5,False,True,0,10.4,0.0,16.083333333333332,27436473787.0
1,6,False,True,0,10.8,0.0,16.116666666666667,26731537062.0
2,6,False,True,0,7.8,0.0,16.15,26838041618.0
3,6,False,True,0,10.2,0.0,16.216666666666665,27012351000.0
4,6,False,True,0,9.8,0.0,16.183333333333334,26605920416.0
5,6,False,True,0,10.0,0.0,16.216666666666665,26358700398.0
6,6,False,True,0,10.6,2.0,16.233333333333334,26355866218.0
7,6,False,True,0,12.2,4.0,16.266666666666666,26647717893.0
8,6,False,True,0,12.2,0.0,16.283333333333335,26384304894.0
9,6,False,True,0,14.6,4.0,16.35,26589987102.0
10,6,False,True,0,16.6,4.0,16.316666666666666,26797816431.0
11,6,False,True,0,17.8,9.0,16.333333333333332,26684810666.0
12,6,False,True,0,16.2,2.0,16.4,26351101730.0
13,6,False,True,0,15.2,0.0,16.366666666666667,26340682725.0
14,6,False,True,0,14.0,0.0,16.383333333333333,26692720515.0
15,6,False,True,0,13.8,0.0,16.383333333333333,26367090955.0
16,6,False,True,0,14.2,0.0,16.4,26594474790.0
17,6,False,True,0,14.4,0.0,16.4,26889092169.0
18,6,False,True,0,17.0,34.0,16.4,26698398798.0
19,6,False,True,0,14.8,17.0,16.416666666666668,26557157954.0
20,6,False,True,0,16.8,33.0,16.416666666666668,26646564793.0
21,6,False,True,0,16.4,6.0,16.466666666666665,27048263900.0
22,6,False,True,0,15.0,109.0,16.45,26723095105.0
23,6,False,True,0,14.2,2.0,16.416666666666668,26796332501.0
24,6,False,True,0,14.2,0.0,16.416666666666668,27025528894.0
25,6,False,True,0,16.8,0.0,16.45,27112328944.0
26,6,False,True,0,14.2,0.0,16.4,27133707227.0
27,6,False,True,0,13.0,0.0,16.45,26799630353.0
28,6,False,True,0,14.0,2.0,16.383333333333333,27099100701.0
29,6,False,True,0,16.8,5.0,16.416666666666668,27051536439.0
30,6,False,True,0,11.6,2.0,16.35,26588892567.0
1,7,False,True,0,15.0,6.0,16.383333333333333,25584291620.0
2,7,False,True,0,12.6,0.0,16.333333333333332,25484053544.0
3,7,False,True,0,12.6,0.0,16.3,25439213348.0
4,7,False,True,0,11.6,4.0,16.283333333333335,25503660988.0
5,7,False,True,0,10.8,11.0,16.316666666666666,25656921026.0
6,7,False,True,0,11.0,0.0,16.25,25638882685.0
7,7,False,True,0,14.0,0.0,16.216666666666665,26103397648.0
8,7,False,True,1,17.4,6.0,16.2,26476189111.0
9,7,False,True,1,18.0,14.0,16.166666666666668,26434894477.0
10,7,False,True,1,15.6,2.0,16.15,26863080277.0
11,7,False,True,1,17.0,1.0,16.116666666666667,27119337987.0
12,7,False,True,1,15.2,5.0,16.083333333333332,26367531877.0
13,7,False,True,1,12.8,3.0,16.05,25734002964.0
14,7,False,True,1,14.0,0.0,16.033333333333335,25496956173.0
15,7,False,True,1,18.6,5.0,16.0,25534306500.0
16,7,False,True,1,14.4,2.0,15.966666666666667,25307481490.0
17,7,False,True,1,12.2,1.0,15.933333333333334,25753818494.0
18,7,False,True,1,12.2,0.0,15.9,26298886573.0
19,7,False,True,1,12.6,2.0,15.85,26316244113.0
20,7,False,True,1,12.6,1.0,15.85,26018580698.0
21,7,False,True,1,13.2,2.0,15.766666666666667,25854715696.0
22,7,False,True,1,11.2,0.0,15.733333333333333,25499252958.0
23,7,False,True,1,15.4,11.0,15.7,25536926336.0
24,7,False,True,1,15.6,12.0,15.7,25524888959.0
25,7,False,True,1,13.2,11.0,15.65,25093213030.0
26,7,False,True,1,11.6,3.0,15.566666666666666,24853448702.0
27,7,False,True,1,15.2,11.0,15.566666666666666,25090202412.0
28,7,False,True,1,17.0,11.0,15.516666666666667,25389798205.0
29,7,False,True,1,15.2,5.0,15.433333333333334,25256861376.0
30,7,False,True,1,13.2,1.0,15.416666666666666,24808759369.0
31,7,False,True,1,16.6,13.0,15.366666666666667,24927106202.0
1,8,False,True,1,15.2,14.0,15.283333333333333,24803682897.0
2,8,False,True,1,16.6,34.0,15.266666666666667,25147199727.0
3,8,False,True,1,15.2,17.0,15.216666666666667,24974129171.0
4,8,False,True,1,13.0,9.0,15.166666666666666,24656543278.0
5,8,False,True,1,13.4,9.0,15.116666666666667,24612116545.0
6,8,False,True,1,13.2,10.0,15.066666666666666,24329023431.0
7,8,False,True,1,10.6,5.0,15.0,24280446177.0
8,8,False,True,1,12.0,5.0,14.966666666666667,24366334136.0
9,8,False,True,1,14.6,5.0,14.9,24388120974.0
10,8,False,True,1,13.2,0.0,14.85,24587572176.0
11,8,False,True,1,17.2,10.0,14.783333333333333,25055248892.0
12,8,False,True,1,18.8,11.0,14.733333333333333,24908381765.0
13,8,False,True,1,15.0,4.0,14.683333333333334,24576696312.0
14,8,False,True,1,15.4,1.0,14.633333333333333,24759670476.0
15,8,False,True,1,16.0,5.0,14.566666666666666,24711721063.0
16,8,False,True,1,14.8,0.0,14.5,25095304105.0
17,8,False,True,1,15.4,2.0,14.45,25400836221.0
18,8,False,True,1,17.6,2.0,14.383333333333333,25990611602.0
19,8,False,True,1,21.8,3.0,14.333333333333334,26216344048.0
20,8,False,True,1,16.6,0.0,14.266666666666667,26457416819.0
21,8,False,True,1,15.6,0.0,14.216666666666667,27277586603.0
22,8,False,True,1,15.8,0.0,14.166666666666666,27897815142.0
23,8,False,True,1,15.0,0.0,14.116666666666667,28354135027.0
24,8,False,True,1,20.2,9.0,14.05,28302067897.0
25,8,False,True,1,17.8,14.0,14.0,27085295240.0
26,8,False,True,1,12.2,4.0,13.933333333333334,25958738632.0
27,8,False,True,1,11.2,6.0,13.85,25205738029.0
28,8,False,True,1,11.8,2.0,13.783333333333333,25166467788.0
29,8,False,True,1,11.4,2.0,13.733333333333333,25246870804.0
30,8,False,True,1,12.0,5.0,13.666666666666666,25373712404.0
31,8,False,True,1,10.6,10.0,13.633333333333333,25595895507.0
1,9,False,True,1,16.0,22.0,13.566666666666666,25870096622.0
2,9,False,True,1,15.2,6.0,13.516666666666667,25884939186.0
3,9,False,True,1,15.2,0.0,13.45,26082395399.0
4,9,False,True,1,15.0,0.0,13.366666666666667,26338605705.0
5,9,False,True,0,15.8,0.0,13.3,26514016524.0
6,9,False,True,0,18.2,0.0,13.183333333333334,27015129608.0
7,9,False,True,0,16.4,0.0,13.116666666666667,26764117570.0
8,9,False,True,0,19.2,0.0,13.066666666666666,27105870085.0
9,9,False,True,0,20.4,0.0,13.066666666666666,27195913319.0
10,9,False,True,0,20.8,0.0,13.033333333333333,27181725824.0
11,9,False,True,0,18.6,3.0,12.983333333333333,26461592559.0
12,9,False,True,0,15.8,0.0,12.816666666666666,26060633523.0
13,9,False,True,0,15.8,0.0,12.766666666666667,26139510238.0
14,9,False,True,0,15.4,0.0,12.7,25804446398.0
15,9,False,True,0,13.4,0.0,12.65,25993276633.0
16,9,False,True,0,15.6,0.0,12.666666666666666,26217454745.0
17,9,False,True,0,16.0,3.0,12.616666666666667,26344338343.0
18,9,False,True,0,17.2,18.0,12.55,25924865928.0
19,9,False,True,0,13.0,0.0,12.4,25638118606.0
20,9,False,True,0,14.8,1.0,12.333333333333334,26037770120.0
21,9,False,True,0,14.6,29.0,12.283333333333333,26067554544.0
22,9,False,True,0,10.8,6.0,12.216666666666667,26259987392.0
23,9,False,True,0,9.4,5.0,12.15,26675455468.0
24,9,False,True,0,9.4,0.0,12.183333333333334,26666458316.0
25,9,False,True,0,11.4,0.0,12.033333333333333,26074653775.0
26,9,False,True,0,13.8,0.0,11.966666666666667,25823106904.0
27,9,False,True,0,15.0,0.0,11.916666666666666,26178555624.0
28,9,False,True,0,13.4,0.0,11.85,25837169796.0
29,9,False,True,0,17.6,5.0,11.783333333333333,26113401917.0
30,9,False,True,0,10.4,0.0,11.716666666666667,26428893211.0
1,10,False,True,0,13.0,0.0,11.666666666666666,27530768133.0
2,10,False,True,0,15.8,0.0,11.616666666666667,26771134995.0
3,10,False,True,0,16.2,7.0,11.55,26699434941.0
4,10,False,True,0,10.2,3.0,11.4,27644437452.0
5,10,False,True,0,10.8,0.0,11.433333333333334,27731540933.0
6,10,False,True,0,10.8,0.0,11.266666666666667,28001910871.0
7,10,False,True,0,11.6,0.0,11.3,28084203445.0
8,10,False,True,0,13.4,0.0,11.183333333333334,27938607329.0
9,10,False,True,0,12.8,0.0,11.183333333333334,27352738515.0
10,10,False,True,0,14.0,0.0,11.033333333333333,27158261699.0
11,10,False,True,0,14.0,1.0,10.966666666666667,27627456252.0
12,10,False,True,0,16.4,7.0,10.916666666666666,27720292961.0
13,10,False,True,0,17.2,3.0,10.883333333333333,27918489011.0
14,10,False,True,0,9.8,6.0,10.883333333333333,29149240592.0
15,10,False,True,0,7.8,1.0,10.766666666666667,31844061452.0
16,10,False,True,0,4.8,0.0,10.766666666666667,35122683242.0
17,10,False,True,0,5.4,0.0,10.616666666666667,35719111331.0
18,10,False,True,0,11.4,7.0,10.583333333333334,35836210261.0
19,10,False,True,0,13.6,4.0,10.5,31674919455.0
20,10,False,True,0,14.0,23.0,10.433333333333334,31496050756.0
21,10,False,True,1,11.2,17.0,10.4,33994058504.0
22,10,False,True,1,11.0,6.0,10.316666666666666,34087313949.0
23,10,False,True,1,8.8,4.0,10.283333333333333,37159771156.0
24,10,False,True,1,9.8,3.0,10.216666666666667,35690177069.0
25,10,False,True,1,11.2,12.0,10.133333333333333,36647491795.0
26,10,False,True,1,8.4,19.0,10.1,36923457880.0
27,10,False,True,1,9.2,7.0,10.033333333333333,36400353255.0
28,10,False,True,1,10.6,13.0,9.966666666666667,38413497686.0
29,10,False,True,1,12.0,13.0,9.933333333333334,36464422134.0
30,10,False,True,1,10.6,7.0,9.85,38403465471.0
31,10,False,True,1,7.8,8.0,9.816666666666666,38442157810.0
1,11,False,True,1,10.8,6.0,9.75,38676200773.0
2,11,False,True,1,10.4,10.0,9.683333333333334,40998579451.0
3,11,False,True,1,5.4,4.0,9.633333333333333,44436637383.0
4,11,False,True,1,6.6,20.0,9.583333333333334,44941418053.0
5,11,False,True,1,9.6,15.0,9.516666666666667,43340848900.0
6,11,False,True,1,8.2,4.0,9.466666666666667,43584683867.0
7,11,False,True,0,7.0,7.0,9.416666666666666,44743145839.0
8,11,False,True,0,7.0,12.0,9.35,45894077193.0
9,11,False,True,0,7.8,18.0,9.316666666666666,45722647086.0
10,11,False,True,0,5.6,18.0,9.25,47289409412.0
11,11,False,True,0,5.0,5.0,9.2,47916168484.0
12,11,False,True,0,6.0,19.0,9.15,46281193922.0
13,11,False,True,0,12.8,10.0,9.1,41431634471.0
14,11,False,True,0,10.8,17.0,9.05,40584120446.0
15,11,False,True,0,9.8,5.0,9.0,41778633152.0
16,11,False,True,0,7.4,29.0,8.95,44317804491.0
17,11,False,True,0,5.8,5.0,8.9,44871968157.0
18,11,False,True,0,7.0,26.0,8.85,45337338449.0
19,11,False,True,0,11.4,6.0,8.85,42205545364.0
20,11,False,True,0,9.6,6.0,8.8,43143680946.0
21,11,False,True,0,7.2,4.0,8.716666666666667,44104301344.0
22,11,False,True,0,4.8,0.0,8.683333333333334,46679424349.0
23,11,False,True,0,8.0,0.0,8.666666666666666,48890241243.0
24,11,False,True,0,7.2,4.0,8.633333333333333,48594929599.0
25,11,False,True,0,3.4,4.0,8.583333333333334,53729996262.0
26,11,False,True,0,2.8,1.0,8.55,57593269360.0
27,11,False,True,0,4.4,20.0,8.466666666666667,56236811331.0
28,11,False,True,0,4.4,3.0,8.433333333333334,54082020973.0
29,11,False,True,0,1.4,2.0,8.45,56767391846.0
30,11,False,True,0,1.2,0.0,8.4,55440535976.0
1,12,False,True,0,-0.6,2.0,8.333333333333334,56724995593.0
2,12,False,True,0,-2.0,1.0,8.35,63271227686.0
3,12,False,True,0,-1.2,3.0,8.266666666666667,65816171194.0
4,12,False,True,0,1.4,19.0,8.283333333333333,60671922645.0
5,12,False,True,0,4.6,13.0,8.25,56924618794.0
6,12,False,True,0,3.8,3.0,8.216666666666667,58009797784.0
7,12,False,True,0,2.6,4.0,8.2,60051586815.0
8,12,False,True,0,5.8,6.0,8.183333333333334,54223549257.0
9,12,False,True,0,6.2,26.0,8.166666666666666,53414346360.0
10,12,False,True,0,7.6,11.0,8.1,50383298056.0
11,12,False,True,0,10.0,2.0,8.116666666666667,46729489038.0
12,12,False,True,0,8.6,6.0,8.1,45733266958.0
13,12,False,True,0,8.0,9.0,8.083333333333334,48929307624.0
14,12,False,True,0,6.2,4.0,8.033333333333333,51811285703.0
15,12,False,True,0,5.8,0.0,8.066666666666666,51280123312.0
16,12,False,True,0,4.0,0.0,8.05,54781652338.0
17,12,False,True,0,3.8,0.0,8.05,59209190125.0
18,12,False,True,0,2.6,0.0,8.033333333333333,60551235724.0
19,12,False,True,0,4.0,7.0,8.033333333333333,59342246365.0
20,12,False,True,0,4.2,6.0,8.033333333333333,56434910713.0
21,12,False,True,0,9.8,5.0,8.033333333333333,53332772463.0
22,12,False,True,0,9.2,5.0,8.033333333333333,51133486178.0
23,12,False,True,1,7.8,1.0,8.033333333333333,50566726643.0
24,12,False,True,1,8.4,2.0,8.033333333333333,50123711787.0
25,12,False,True,1,10.4,2.0,8.033333333333333,48161474803.0
26,12,False,True,1,9.2,2.0,8.05,50308562393.0
27,12,False,True,1,8.0,3.0,8.05,52101270804.0
28,12,False,True,1,8.4,1.0,8.066666666666666,51174863380.0
29,12,False,True,1,9.2,7.0,8.066666666666666,49796177077.0
30,12,False,True,1,6.4,2.0,8.083333333333334,49390632381.0
31,12,False,True,1,7.4,13.0,8.1,51722033004.0
1,1,False,True,1,6.0,6.0,8.116666666666667,50234086482.0
2,1,False,True,1,9.8,30.0,8.133333333333333,48542154213.0
3,1,False,True,1,9.8,11.0,8.15,48175271205.0
4,1,False,True,1,6.6,20.0,8.183333333333334,48338836964.0
5,1,False,True,1,5.8,3.0,8.2,51333867220.0
6,1,False,True,1,4.6,5.0,8.216666666666667,54347719064.0
7,1,False,True,1,1.2,1.0,8.216666666666667,61220956247.0
8,1,False,True,1,-2.4,0.0,8.283333333333333,70309086981.0
